tcin,original_tcin,dpci,title,url,image_url,merged_bread_crumbs
12984312,12984312,261-08-0067,JELL-O Instant Vanilla Pudding &#38; Pie Filling - 3.4oz,https://www.target.com/p/jell-o-instant-vanilla-pudding-38-pie-filling-3-4oz/-/A-12984312,https://target.scene7.com/is/image/Target/GUEST_92aed693-cf53-4fc9-8f51-9041b48f5b24,Target/Grocery/Snacks/Gelatin & Pudding
82822767,82822767,284-07-0027,Jell-O Original Strawberry Jello Cups Gelatin Snack - 13.5oz/4ct,https://www.target.com/p/jell-o-original-strawberry-jello-cups-gelatin-snack-13-5oz-4ct/-/A-82822767,https://target.scene7.com/is/image/Target/GUEST_76a9ac21-77a2-4e7b-8597-537f151003df,Target/Grocery/Snacks/Gelatin & Pudding
47104281,47104281,284-07-0192,Jell-O Strawberry Sugar Free Jello Cups Gelatin Snack - 12.5oz/4ct,https://www.target.com/p/jell-o-strawberry-sugar-free-jello-cups-gelatin-snack-12-5oz-4ct/-/A-47104281,https://target.scene7.com/is/image/Target/GUEST_a24dff9c-b371-4398-908b-3e56bbd52b56,Target/Grocery/Snacks/Gelatin & Pudding
82822769,82822769,284-07-0572,Jell-O Chocolate Vanilla Swirls Sugar Free Pudding Cups Snack - 14.5oz/4ct,https://www.target.com/p/jell-o-chocolate-vanilla-swirls-sugar-free-pudding-cups-snack-14-5oz-4ct/-/A-82822769,https://target.scene7.com/is/image/Target/GUEST_40ef0af2-75a6-4485-9b20-3267ab790102,Target/Grocery/Snacks/Gelatin & Pudding
12985965,12985965,261-08-0117,JELL-O Instant Vanilla Pudding &#38; Pie Filling - 5.1oz,https://www.target.com/p/jell-o-instant-vanilla-pudding-38-pie-filling-5-1oz/-/A-12985965,https://target.scene7.com/is/image/Target/GUEST_772d9e7f-cd55-495b-aa91-eca593b9364f,Target/Grocery/Snacks/Gelatin & Pudding
12935552,12935552,261-08-0170,Snack Pack Chocolate Pudding - 12oz/4ct,https://www.target.com/p/snack-pack-chocolate-pudding-12oz-4ct/-/A-12935552,https://target.scene7.com/is/image/Target/GUEST_fd2a03fd-fe91-4ef8-85d5-a15c6d730628,Target/Grocery/Snacks/Gelatin & Pudding
12985915,12985915,261-08-0120,JELL-O Gelatin Strawberry - 6oz,https://www.target.com/p/jell-o-gelatin-strawberry-6oz/-/A-12985915,https://target.scene7.com/is/image/Target/GUEST_1a6d9e86-e2c3-4e03-8b3d-b935627d84c1,Target/Grocery/Snacks/Gelatin & Pudding
12985891,12985891,261-08-0139,JELL-O Blue Berry Gelatin - 6oz,https://www.target.com/p/jell-o-blue-berry-gelatin-6oz/-/A-12985891,https://target.scene7.com/is/image/Target/GUEST_5385f1b3-90ff-4df8-a182-9de0a5f72060,Target/Grocery/Snacks/Gelatin & Pudding
12935638,12935638,261-08-0171,Snack Pack Vanilla Pudding - 13oz/4ct,https://www.target.com/p/snack-pack-vanilla-pudding-13oz-4ct/-/A-12935638,https://target.scene7.com/is/image/Target/GUEST_2f8dc6ab-b91d-4a0d-952d-eb23242279c5,Target/Grocery/Snacks/Gelatin & Pudding
12985826,12985826,261-08-0037,Kraft Original Unflavored Gelatin - 4ct/1oz,https://www.target.com/p/kraft-original-unflavored-gelatin-4ct-1oz/-/A-12985826,https://target.scene7.com/is/image/Target/GUEST_0c06c34c-2901-4fda-8aa3-4269009eb530,Target/Grocery/Snacks/Gelatin & Pudding
12985360,12985360,261-08-0054,JELL-O Instant Sugar Free-Fat Free Chocolate Fudge Pudding &#38; Pie Filling - 1.4oz,https://www.target.com/p/jell-o-instant-sugar-free-fat-free-chocolate-fudge-pudding-38-pie-filling-1-4oz/-/A-12985360,https://target.scene7.com/is/image/Target/GUEST_19750d2d-c7ab-44b3-b6ba-44ba7afc87da,Target/Grocery/Snacks/Gelatin & Pudding
12985543,12985543,261-08-0061,JELL-O Instant Chocolate Pudding &#38; Pie Filling - 3.9oz,https://www.target.com/p/jell-o-instant-chocolate-pudding-38-pie-filling-3-9oz/-/A-12985543,https://target.scene7.com/is/image/Target/GUEST_131e2946-12fd-48f3-a63f-1011e8837825,Target/Grocery/Snacks/Gelatin & Pudding
12985824,12985824,261-08-0118,JELL-O Instant Chocolate Pudding &#38; Pie Filling - 5.9oz,https://www.target.com/p/jell-o-instant-chocolate-pudding-38-pie-filling-5-9oz/-/A-12985824,https://target.scene7.com/is/image/Target/GUEST_4d7285d4-1450-48a4-8612-18df8400c422,Target/Grocery/Snacks/Gelatin & Pudding
13515977,13515977,284-07-0047,Kozy Shack Original Recipe Rice Pudding - 6ct/4oz Cups,https://www.target.com/p/kozy-shack-original-recipe-rice-pudding-6ct-4oz-cups/-/A-13515977,https://target.scene7.com/is/image/Target/GUEST_291d5fc3-d18b-46f2-ae00-4baa34dbc9a0,Target/Grocery/Snacks/Gelatin & Pudding
50286756,50286756,261-08-0107,JELL-O Instant Banana Cream Pudding &#38; Pie Filling - 5.1oz,https://www.target.com/p/jell-o-instant-banana-cream-pudding-38-pie-filling-5-1oz/-/A-50286756,https://target.scene7.com/is/image/Target/GUEST_73c945a2-14f7-4233-9468-ed3c6d76972b,Target/Grocery/Snacks/Gelatin & Pudding
12935719,12935719,261-08-0175,Snack Pack Chocolate Fudge &#38; Milk Chocolate Swirl Pudding - 39oz/12ct,https://www.target.com/p/snack-pack-chocolate-fudge-38-milk-chocolate-swirl-pudding-39oz-12ct/-/A-12935719,https://target.scene7.com/is/image/Target/GUEST_e186ac38-ea60-4b98-8764-36c6b95cbf55,Target/Grocery/Snacks/Gelatin & Pudding
12985354,12985354,261-08-0033,JELL-O Lime Gelatin - 6oz,https://www.target.com/p/jell-o-lime-gelatin-6oz/-/A-12985354,https://target.scene7.com/is/image/Target/GUEST_46b9cdcb-9182-48e5-a371-30fa4b670cfd,Target/Grocery/Snacks/Gelatin & Pudding
88661293,88661293,261-08-0027,Snack Pack Juicy Gels Strawberry  - 13oz,https://www.target.com/p/snack-pack-juicy-gels-strawberry-13oz/-/A-88661293,https://target.scene7.com/is/image/Target/GUEST_25fd573d-94ea-4310-a450-a47cd2f5c0e8,Target/Grocery/Snacks/Gelatin & Pudding
12985916,12985916,261-08-0121,JELL-O Orange Gelatin - 6oz,https://www.target.com/p/jell-o-orange-gelatin-6oz/-/A-12985916,https://target.scene7.com/is/image/Target/GUEST_5454745d-2ba5-434c-9e09-78caf971d03b,Target/Grocery/Snacks/Gelatin & Pudding
82822768,82822768,284-07-1248,Jell-O Original Chocolate Vanilla Swirls Pudding Cups Snack - 15.5oz/4ct,https://www.target.com/p/jell-o-original-chocolate-vanilla-swirls-pudding-cups-snack-15-5oz-4ct/-/A-82822768,https://target.scene7.com/is/image/Target/GUEST_a107f75d-8f95-4504-989a-16452a38bb74,Target/Grocery/Snacks/Gelatin & Pudding
47096211,47096211,261-08-0119,JELL-O Kraft Cherry - 6oz,https://www.target.com/p/jell-o-kraft-cherry-6oz/-/A-47096211,https://target.scene7.com/is/image/Target/GUEST_8db68083-2971-4551-b132-14aecad057d9,Target/Grocery/Snacks/Gelatin & Pudding
89031947,89031947,261-08-0036,Jell-O Strawberry Gelatin - 3oz,https://www.target.com/p/jell-o-strawberry-gelatin-3oz/-/A-89031947,https://target.scene7.com/is/image/Target/GUEST_c39aa1ae-1a22-46ff-b05a-5fc1c38e9e14,Target/Grocery/Snacks/Gelatin & Pudding
12985409,12985409,261-08-0007,JELL-O Sugar-Free Strawberry Gelatin - 0.3oz,https://www.target.com/p/jell-o-sugar-free-strawberry-gelatin-0-3oz/-/A-12985409,https://target.scene7.com/is/image/Target/GUEST_9c80f059-89fc-4ae6-b412-b80d4d410132,Target/Grocery/Snacks/Gelatin & Pudding
88661357,88661357,261-08-0031,Snack Pack Juicy Gels Cherry Sugar Free - 13oz,https://www.target.com/p/snack-pack-juicy-gels-cherry-sugar-free-13oz/-/A-88661357,https://target.scene7.com/is/image/Target/GUEST_8bfca2ad-bfeb-463f-a7b1-f201160f22ea,Target/Grocery/Snacks/Gelatin & Pudding
87079381,87079381,284-07-0007,JELL-O Sugar Free Lemon Lime Gelatin - 12.5oz/4ct,https://www.target.com/p/jell-o-sugar-free-lemon-lime-gelatin-12-5oz-4ct/-/A-87079381,https://target.scene7.com/is/image/Target/GUEST_3bdac870-4041-489b-b713-e21ef235f1d2,Target/Grocery/Snacks/Gelatin & Pudding
12985351,12985351,261-08-0022,JELL-O Lemon Gelatin - 3oz,https://www.target.com/p/jell-o-lemon-gelatin-3oz/-/A-12985351,https://target.scene7.com/is/image/Target/GUEST_8eb29bce-a0f3-4d51-a011-8afc8bde92b2,Target/Grocery/Snacks/Gelatin & Pudding
13376679,13376679,261-08-0176,Snack Pack Chocolate and Vanilla Pudding - 39oz/12ct,https://www.target.com/p/snack-pack-chocolate-and-vanilla-pudding-39oz-12ct/-/A-13376679,https://target.scene7.com/is/image/Target/GUEST_a42dfba1-ac25-4a40-954f-95eb0f7fd13a,Target/Grocery/Snacks/Gelatin & Pudding
50286743,50286743,261-08-0113,JELL-O French Vanilla Instant Pudding  - 3.4oz,https://www.target.com/p/jell-o-french-vanilla-instant-pudding-3-4oz/-/A-50286743,https://target.scene7.com/is/image/Target/GUEST_48076680-2e32-4bb4-acc7-a314a325be50,Target/Grocery/Snacks/Gelatin & Pudding
12984311,12984311,261-08-0066,JELL-O Pie Instant Pistachio Pudding &#38; Pie Filling - 3.4oz,https://www.target.com/p/jell-o-pie-instant-pistachio-pudding-38-pie-filling-3-4oz/-/A-12984311,https://target.scene7.com/is/image/Target/GUEST_fb8ec8f2-5b70-474d-a053-0dbe76719011,Target/Grocery/Snacks/Gelatin & Pudding
