tcin,original_tcin,dpci,title,url,image_url,merged_bread_crumbs
54541753,54541753,270-14-0413,Triple Berry Frozen Fruit Blend - 48oz - Good & Gather&#8482;,https://www.target.com/p/triple-berry-frozen-fruit-blend-48oz-good-gather-8482/-/A-54541753,https://target.scene7.com/is/image/Target/GUEST_223d0822-fb7d-4a85-8c28-c7ffce425010,Target/Grocery/Frozen Foods/Frozen Fruit
54540670,54540670,270-14-0427,Antioxidant Frozen Fruit Blend - 40oz - Good & Gather&#8482;,https://www.target.com/p/antioxidant-frozen-fruit-blend-40oz-good-gather-8482/-/A-54540670,https://target.scene7.com/is/image/Target/GUEST_535cd552-45b4-4e70-b9db-6e85fb267640,Target/Grocery/Frozen Foods/Frozen Fruit
54541751,54541751,270-14-0415,Strawberry Banana Frozen Fruit Blend - 48oz - Good & Gather&#8482;,https://www.target.com/p/strawberry-banana-frozen-fruit-blend-48oz-good-gather-8482/-/A-54541751,https://target.scene7.com/is/image/Target/GUEST_e4d6e6ad-e82f-4d04-a2cb-01ca778dc948,Target/Grocery/Frozen Foods/Frozen Fruit
52164684,52164684,270-14-0005,Wyman's Fresh Frozen Wild Blueberries - 3lb,https://www.target.com/p/wyman-s-fresh-frozen-wild-blueberries-3lb/-/A-52164684,https://target.scene7.com/is/image/Target/GUEST_786f4970-92bd-4ee4-b291-d7ebb9ca85a9,Target/Grocery/Frozen Foods/Frozen Fruit
54557755,54557755,270-14-0417,Whole Frozen Strawberries - 64oz - Good & Gather&#8482;,https://www.target.com/p/whole-frozen-strawberries-64oz-good-gather-8482/-/A-54557755,https://target.scene7.com/is/image/Target/GUEST_baf63b61-d085-49e7-94e9-f9edc6743110,Target/Grocery/Frozen Foods/Frozen Fruit
54541752,54541752,270-14-0424,Mixed Frozen Fruit Blend - 48oz - Good & Gather&#8482;,https://www.target.com/p/mixed-frozen-fruit-blend-48oz-good-gather-8482/-/A-54541752,https://target.scene7.com/is/image/Target/GUEST_b00b7da9-5125-4574-85de-7d95e1c85c00,Target/Grocery/Frozen Foods/Frozen Fruit
54541754,54541754,270-14-0412,Frozen Mango Strawberry Fruit Blend - 48oz - Good &#38; Gather&#8482;,https://www.target.com/p/frozen-mango-strawberry-fruit-blend-48oz-good-38-gather-8482/-/A-54541754,https://target.scene7.com/is/image/Target/GUEST_80b2dc62-ffd5-4144-a60f-4e78afd23bc0,Target/Grocery/Frozen Foods/Frozen Fruit
54541758,54541758,270-14-0416,Frozen Blueberries - 48oz - Good &#38; Gather&#8482;,https://www.target.com/p/frozen-blueberries-48oz-good-38-gather-8482/-/A-54541758,https://target.scene7.com/is/image/Target/GUEST_73eb6473-4f41-4fc5-996a-3295ff4f3f94,Target/Grocery/Frozen Foods/Frozen Fruit
82327201,82327201,270-14-0099,Frozen Dragon Fruit &#38; Passion Fruit Blend - 16oz - Good &#38; Gather&#8482;,https://www.target.com/p/frozen-dragon-fruit-38-passion-fruit-blend-16oz-good-38-gather-8482/-/A-82327201,https://target.scene7.com/is/image/Target/GUEST_77ea7aad-14f8-4b22-b49a-ff0025a82556,Target/Grocery/Frozen Foods/Frozen Fruit
54532155,54532155,270-14-0410,Frozen Sliced Strawberries - 16oz - Good &#38; Gather&#8482;,https://www.target.com/p/frozen-sliced-strawberries-16oz-good-38-gather-8482/-/A-54532155,https://target.scene7.com/is/image/Target/GUEST_88e967e5-b6e4-4a9c-b634-7fbe82bf0f3a,Target/Grocery/Frozen Foods/Frozen Fruit
