tcin,original_tcin,dpci,title,url,image_url,merged_bread_crumbs
15013961,15013961,268-03-0001,Ground Pork - 1lb - Good &#38; Gather&#8482;,https://www.target.com/p/ground-pork-1lb-good-38-gather-8482/-/A-15013961,https://target.scene7.com/is/image/Target/GUEST_a5306bf0-20de-498a-bd84-e6564612d941,Target/Grocery/Meat & Seafood/Pork
90229918,90229918,216-34-0112,Seasoned Pulled Pork in Bourbon Barbecue Sauce - 16oz - Good &#38; Gather&#8482;,https://www.target.com/p/seasoned-pulled-pork-in-bourbon-barbecue-sauce-16oz-good-38-gather-8482/-/A-90229918,https://target.scene7.com/is/image/Target/GUEST_3034aa09-acfc-46a7-9f98-eee5ff964a08,Target/Grocery/Meat & Seafood/Pork
82166518,82166518,226-03-0028,All Natural Pork Tenderloin - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/all-natural-pork-tenderloin-price-per-lb-good-38-gather-8482/-/A-82166518,https://target.scene7.com/is/image/Target/GUEST_63ac8a51-4a5a-463f-b5d6-7b646fe65221,Target/Grocery/Meat & Seafood/Pork
84626433,84626433,268-08-0024,Uncured Diced Ham - 8oz - Good &#38; Gather&#8482;,https://www.target.com/p/uncured-diced-ham-8oz-good-38-gather-8482/-/A-84626433,https://target.scene7.com/is/image/Target/GUEST_4dd8e044-d9a2-4720-83b7-c7faac500241,Target/Grocery/Meat & Seafood/Pork
51268474,51268474,268-03-0015,Boneless Diced Pork Sirloin - 1lb - Good &#38; Gather&#8482;,https://www.target.com/p/boneless-diced-pork-sirloin-1lb-good-38-gather-8482/-/A-51268474,https://target.scene7.com/is/image/Target/GUEST_d8523c91-45e5-4b8e-bf0c-5087264fffd9,Target/Grocery/Meat & Seafood/Pork
85458909,85458909,226-03-0010,Boneless Center Pork Chop - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/boneless-center-pork-chop-price-per-lb-good-38-gather-8482/-/A-85458909,https://target.scene7.com/is/image/Target/GUEST_fe1403b2-cd58-471a-b577-54386960d632,Target/Grocery/Meat & Seafood/Pork
85458911,85458911,226-03-0012,Boneless Thin Cut Pork Chop - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/boneless-thin-cut-pork-chop-price-per-lb-good-38-gather-8482/-/A-85458911,https://target.scene7.com/is/image/Target/GUEST_cba96c94-d561-4b1a-8fb2-8da6ff3a0716,Target/Grocery/Meat & Seafood/Pork
81817994,81817994,226-03-0042,Baby Back Pork Ribs - 3.02-4.02 lbs - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/baby-back-pork-ribs-3-02-4-02-lbs-price-per-lb-good-38-gather-8482/-/A-81817994,https://target.scene7.com/is/image/Target/GUEST_6ea45c7d-6d82-4d38-8169-1d410b5d88ff,Target/Grocery/Meat & Seafood/Pork
54644086,54644086,268-03-0030,Johnsonville Mild Italian Ground Sausage - 16oz,https://www.target.com/p/johnsonville-mild-italian-ground-sausage-16oz/-/A-54644086,https://target.scene7.com/is/image/Target/GUEST_70b9f92a-52d9-467c-ae8e-916e21935a5a,Target/Grocery/Meat & Seafood/Pork
85458912,85458912,226-03-0016,Boneless Center Cut Pork Family Pack - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/boneless-center-cut-pork-family-pack-price-per-lb-good-38-gather-8482/-/A-85458912,https://target.scene7.com/is/image/Target/GUEST_b1768726-9494-470a-a10b-531754f0ccae,Target/Grocery/Meat & Seafood/Pork
47134639,47134639,226-03-3010,Boneless Pork Shoulder Butt Roast - 2.48-5.00 lbs - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/boneless-pork-shoulder-butt-roast-2-48-5-00-lbs-price-per-lb-good-38-gather-8482/-/A-47134639,https://target.scene7.com/is/image/Target/GUEST_b05dbea0-229e-4e10-a2ec-9f33562ca8df,Target/Grocery/Meat & Seafood/Pork
85458908,85458908,226-03-0003,Country Style Pork Ribs - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/country-style-pork-ribs-price-per-lb-good-38-gather-8482/-/A-85458908,https://target.scene7.com/is/image/Target/GUEST_7c6049fe-80b8-4788-bb24-24914cf3a393,Target/Grocery/Meat & Seafood/Pork
82166642,82166642,226-03-0029,Lemon Herb Seasoned Pork Tenderloin - price per lb - Good &#38; Gather&#8482;,https://www.target.com/p/lemon-herb-seasoned-pork-tenderloin-price-per-lb-good-38-gather-8482/-/A-82166642,https://target.scene7.com/is/image/Target/GUEST_f7a6b4dc-e28b-46e0-a759-e6288b05ace4,Target/Grocery/Meat & Seafood/Pork
