tcin,original_tcin,dpci,title,url,image_url,merged_bread_crumbs
89923341,89923341,,"Craftmix Cocktail Mix Packets, Strawberry Mule, 12 Packets, 2.96 oz (84 g)",https://www.target.com/p/craftmix-cocktail-mix-packets-strawberry-mule-12-packets-2-96-oz-84-g/-/A-89923341,https://target.scene7.com/is/image/Target/GUEST_1d9cb271-b3a8-4867-addf-db7b45854ca9,Target/Grocery/Beverages/Cocktail Mixers
83747340,83747340,213-08-0194,Strawberry Daiquiri Mix 1L Bottle - Favorite Day&#8482;,https://www.target.com/p/strawberry-daiquiri-mix-1l-bottle-favorite-day-8482/-/A-83747340,https://target.scene7.com/is/image/Target/GUEST_5fa9c7e3-fdfb-41e5-8756-a0b2e09d8921,Target/Grocery/Beverages/Cocktail Mixers
78795083,78795083,213-08-8957,Q Mixers Hibiscus Ginger Beer - 4pk/7.5 fl oz Cans,https://www.target.com/p/q-mixers-hibiscus-ginger-beer-4pk-7-5-fl-oz-cans/-/A-78795083,https://target.scene7.com/is/image/Target/GUEST_4ef0ff67-8c0b-41fc-8a66-167d226ff265,Target/Grocery/Beverages/Cocktail Mixers
77661202,77661202,213-08-0151,Tonic Water - 6pk/10 fl oz - Market Pantry&#8482;,https://www.target.com/p/tonic-water-6pk-10-fl-oz-market-pantry-8482/-/A-77661202,https://target.scene7.com/is/image/Target/GUEST_7f81799a-3820-4000-b5f0-b964585794ac,Target/Grocery/Beverages/Cocktail Mixers
88041569,88041569,203-05-0130,Ginger Ale Soda - 6pk/12 fl oz Cans - Favorite Day&#8482;,https://www.target.com/p/ginger-ale-soda-6pk-12-fl-oz-cans-favorite-day-8482/-/A-88041569,https://target.scene7.com/is/image/Target/GUEST_6f667a89-caf5-40a5-a5c6-72ce2aaa5f64,Target/Grocery/Beverages/Cocktail Mixers
54220726,54220726,213-08-0124,Angostura Orange Cocktail Bitters - 4 fl oz Bottle,https://www.target.com/p/angostura-orange-cocktail-bitters-4-fl-oz-bottle/-/A-54220726,https://target.scene7.com/is/image/Target/GUEST_7ae85e96-6253-4ddb-a31a-e3f9a8caa09f,Target/Grocery/Beverages/Cocktail Mixers
89923336,89923336,,"Craftmix Cocktail Mix Packets, Classic Margarita, 12 Packets, 2.96 oz (84 g)",https://www.target.com/p/craftmix-cocktail-mix-packets-classic-margarita-12-packets-2-96-oz-84-g/-/A-89923336,https://target.scene7.com/is/image/Target/GUEST_3c0e9c6e-8f22-4d46-89d9-e588257bc35b,Target/Grocery/Beverages/Cocktail Mixers
50536116,50536116,213-08-0039,Zing Zang Bloody Mary Mix - 32 fl oz Bottle,https://www.target.com/p/zing-zang-bloody-mary-mix-32-fl-oz-bottle/-/A-50536116,https://target.scene7.com/is/image/Target/GUEST_12cb6ccb-ee82-4d07-aade-882751f27861,Target/Grocery/Beverages/Cocktail Mixers
83747337,83747337,213-08-0195,Pina Colada Mix - 1L Bottle - Favorite Day&#8482;,https://www.target.com/p/pina-colada-mix-1l-bottle-favorite-day-8482/-/A-83747337,https://target.scene7.com/is/image/Target/GUEST_311eff8c-f3d7-4c10-b287-b269082bec22,Target/Grocery/Beverages/Cocktail Mixers
83747338,83747338,213-08-0191,Strawberry Margarita Mix -1L Bottle - Favorite Day&#8482;,https://www.target.com/p/strawberry-margarita-mix-1l-bottle-favorite-day-8482/-/A-83747338,https://target.scene7.com/is/image/Target/GUEST_e7a18259-726d-466a-a60d-5c4d6936ed64,Target/Grocery/Beverages/Cocktail Mixers
83921406,83921406,213-08-0193,Simple Syrup - 12 fl oz Bottle - Favorite Day&#8482;,https://www.target.com/p/simple-syrup-12-fl-oz-bottle-favorite-day-8482/-/A-83921406,https://target.scene7.com/is/image/Target/GUEST_57d63d62-d465-4f90-8eb4-8a6e205b6ba6,Target/Grocery/Beverages/Cocktail Mixers
53648556,53648556,271-20-0210,Bundaberg Ginger Beer Bottles - 4pk/12.7 fl oz,https://www.target.com/p/bundaberg-ginger-beer-bottles-4pk-12-7-fl-oz/-/A-53648556,https://target.scene7.com/is/image/Target/GUEST_d4d9e4cd-4d3c-4988-bd6b-ff06eb1e2677,Target/Grocery/Beverages/Cocktail Mixers
16224385,16224385,213-08-0323,Q Mixers Ginger Beer - 4pk/7.5 fl oz Cans,https://www.target.com/p/q-mixers-ginger-beer-4pk-7-5-fl-oz-cans/-/A-16224385,https://target.scene7.com/is/image/Target/GUEST_9eb00f0f-8e7c-4a5c-ac32-20bee5d44406,Target/Grocery/Beverages/Cocktail Mixers
89923353,89923353,,"Craftmix Cocktail Mix Packets, Mango Margarita, 12 Packets, 2.96 oz (84 g)",https://www.target.com/p/craftmix-cocktail-mix-packets-mango-margarita-12-packets-2-96-oz-84-g/-/A-89923353,https://target.scene7.com/is/image/Target/GUEST_9c30bd4c-92b6-4af2-ab3f-3807d679db48,Target/Grocery/Beverages/Cocktail Mixers
89194118,89194118,211-08-0571,OLIPOP Ginger Ale Prebiotic Soda - 12 fl oz,https://www.target.com/p/olipop-ginger-ale-prebiotic-soda-12-fl-oz/-/A-89194118,https://target.scene7.com/is/image/Target/GUEST_193637bc-525a-4607-9f05-ced659645c65,Target/Grocery/Beverages/Cocktail Mixers
50508607,50508607,213-08-0028,Rose's Grenadine Syrup - 12 fl oz Bottle,https://www.target.com/p/rose-s-grenadine-syrup-12-fl-oz-bottle/-/A-50508607,https://target.scene7.com/is/image/Target/GUEST_bfc66827-1f2e-4e2a-826c-9ba61fdf1d7b,Target/Grocery/Beverages/Cocktail Mixers
14776405,14776405,213-08-0758,Tres Agaves Organic Margarita Mix - 1L Bottle,https://www.target.com/p/tres-agaves-organic-margarita-mix-1l-bottle/-/A-14776405,https://target.scene7.com/is/image/Target/GUEST_08d89021-23e8-48e8-89bf-4d09fb7aac2e,Target/Grocery/Beverages/Cocktail Mixers
84981564,84981564,213-08-5102,Fever-Tree Ginger Beer- 8pk/150ml Cans,https://www.target.com/p/fever-tree-ginger-beer-8pk-150ml-cans/-/A-84981564,https://target.scene7.com/is/image/Target/GUEST_301ae9fd-a562-4b09-a965-d3469d53ad69,Target/Grocery/Beverages/Cocktail Mixers
88510015,88510015,213-08-2464,Fever-Tree Sparkling Sicilian Lemonade - 4pk/200ml Bottles,https://www.target.com/p/fever-tree-sparkling-sicilian-lemonade-4pk-200ml-bottles/-/A-88510015,https://target.scene7.com/is/image/Target/GUEST_519495f4-43d1-42f4-8244-c6620aa2651e,Target/Grocery/Beverages/Cocktail Mixers
