tcin,original_tcin,dpci,title,url,image_url,merged_bread_crumbs
89695666,89695666,094-08-0805,Podium Nutrition Creatine Monohydrate - Unflavored - 4.67oz/ 40 Servings,https://www.target.com/p/podium-nutrition-creatine-monohydrate-unflavored-4-67oz-40-servings/-/A-89695666,https://target.scene7.com/is/image/Target/GUEST_b5e18415-d60b-4c27-a984-4616350b03f5,Target/Grocery/Beverages/Sports Drinks
89695674,89695674,094-08-9067,Podium Nutrition Hydration + Electrolytes Energy Drink - Blue Raspberry - 25 Servings,https://www.target.com/p/podium-nutrition-hydration-electrolytes-energy-drink-blue-raspberry-25-servings/-/A-89695674,https://target.scene7.com/is/image/Target/GUEST_b2a17fb4-495b-41f7-a88c-da696b696d74,Target/Grocery/Beverages/Sports Drinks
13674089,13674089,203-80-0037,Gatorade Frost Glacier Freeze Sports Drink - 12pk/12 fl oz Bottles,https://www.target.com/p/gatorade-frost-glacier-freeze-sports-drink-12pk-12-fl-oz-bottles/-/A-13674089,https://target.scene7.com/is/image/Target/GUEST_50f2784b-2ed2-4b38-b8be-baffb25dead1,Target/Grocery/Beverages/Sports Drinks
84627166,84627166,203-80-0160,Gatorade G Patriotic Sports Drink - 18pk/12 fl oz Bottles,https://www.target.com/p/gatorade-g-patriotic-sports-drink-18pk-12-fl-oz-bottles/-/A-84627166,https://target.scene7.com/is/image/Target/GUEST_ff51f916-dd66-4f7c-9d2d-47ab07248295,Target/Grocery/Beverages/Sports Drinks
14756734,14756734,203-80-0046,Gatorade Cool Blue Sports Drink - 12pk/12 fl oz Bottles,https://www.target.com/p/gatorade-cool-blue-sports-drink-12pk-12-fl-oz-bottles/-/A-14756734,https://target.scene7.com/is/image/Target/GUEST_a07dfcb8-6fb0-4d0b-b22a-27e743191968,Target/Grocery/Beverages/Sports Drinks
13674084,13674084,203-80-0006,Gatorade Fruit Punch Sports Drink - 12pk/12 fl oz Bottles,https://www.target.com/p/gatorade-fruit-punch-sports-drink-12pk-12-fl-oz-bottles/-/A-13674084,https://target.scene7.com/is/image/Target/GUEST_ae6cb939-4f9d-4a19-805d-ee757d63f604,Target/Grocery/Beverages/Sports Drinks
89767217,89767217,203-13-0312,BODYARMOR Flash IV Strawberry Kiwi Pouches - 6ct,https://www.target.com/p/bodyarmor-flash-iv-strawberry-kiwi-pouches-6ct/-/A-89767217,https://target.scene7.com/is/image/Target/GUEST_0bb508d0-436c-4606-b758-e0412a4120c9,Target/Grocery/Beverages/Sports Drinks
89767215,89767215,203-13-0310,BODYARMOR Flash IV Grape Pouches - 6ct,https://www.target.com/p/bodyarmor-flash-iv-grape-pouches-6ct/-/A-89767215,https://target.scene7.com/is/image/Target/GUEST_d8c0beda-fbe4-4d05-9fa6-91c853b1699e,Target/Grocery/Beverages/Sports Drinks
89767214,89767214,203-13-0309,BODYARMOR Flash IV Cucumber Lime  Pouches - 6ct,https://www.target.com/p/bodyarmor-flash-iv-cucumber-lime-pouches-6ct/-/A-89767214,https://target.scene7.com/is/image/Target/GUEST_485d3d3a-af91-442f-a171-a6d22224abf2,Target/Grocery/Beverages/Sports Drinks
13674085,13674085,203-80-0016,Gatorade Lemon Lime Sports Drink - 12pk/12 fl oz Bottles,https://www.target.com/p/gatorade-lemon-lime-sports-drink-12pk-12-fl-oz-bottles/-/A-13674085,https://target.scene7.com/is/image/Target/GUEST_8cfb4c84-8c5f-4c66-ba80-3a3188267e40,Target/Grocery/Beverages/Sports Drinks
