tcin,original_tcin,dpci,title,url,image_url,merged_bread_crumbs
85590385,85590385,055-02-0963,M&#38;M&#39;s Milk Chocolate - 10oz,https://www.target.com/p/m-38-m-39-s-milk-chocolate-10oz/-/A-85590385,https://target.scene7.com/is/image/Target/GUEST_2e2d9161-f5db-4ec9-a519-2ec613056938,Target/Grocery/Candy/Chocolate Candy
90075322,90075322,055-02-1254,Swedish Fish Soft &#38; Chew Candy Assorted - 5lb,https://www.target.com/p/swedish-fish-soft-38-chew-candy-assorted-5lb/-/A-90075322,https://target.scene7.com/is/image/Target/GUEST_bb675b00-2dae-4d51-ac73-ee1a7e292ce8,Target/Grocery/Candy/Chocolate Candy
13347732,13347732,055-02-2450,Hershey&#39;s Milk Chocolate Candy Bar - 6ct,https://www.target.com/p/hershey-39-s-milk-chocolate-candy-bar-6ct/-/A-13347732,https://target.scene7.com/is/image/Target/GUEST_5fe35f1f-5c0f-4435-ad6c-f82965e88c11,Target/Grocery/Candy/Chocolate Candy
87085364,87085364,055-02-0029,Milk Chocolate Bar Multipack Candy - 9.1oz/6ct - Favorite Day&#8482;,https://www.target.com/p/milk-chocolate-bar-multipack-candy-9-1oz-6ct-favorite-day-8482/-/A-87085364,https://target.scene7.com/is/image/Target/GUEST_3a7e31e1-a235-47e8-9583-afccde8e35a7,Target/Grocery/Candy/Chocolate Candy
87154459,87154459,055-02-0115,Hershey&#39;s White Creme with Sprinkles and Popping Candy - 9oz/6ct,https://www.target.com/p/hershey-39-s-white-creme-with-sprinkles-and-popping-candy-9oz-6ct/-/A-87154459,https://target.scene7.com/is/image/Target/GUEST_9b1a6e9e-1f96-4041-ba46-68c754ac9429,Target/Grocery/Candy/Chocolate Candy
51980086,51980086,055-02-1831,M&#38;M&#39;s Peanut Chocolate Candy - Sharing Size - 10.05oz,https://www.target.com/p/m-38-m-39-s-peanut-chocolate-candy-sharing-size-10-05oz/-/A-51980086,https://target.scene7.com/is/image/Target/GUEST_0ac6929c-60eb-4393-b614-fb9681638397,Target/Grocery/Candy/Chocolate Candy
85590673,85590673,055-02-0965,M&#38;M&#39;s Peanut Butter - 9oz,https://www.target.com/p/m-38-m-39-s-peanut-butter-9oz/-/A-85590673,https://target.scene7.com/is/image/Target/GUEST_ab2ad48a-4c9e-48d7-8364-234ca8162e21,Target/Grocery/Candy/Chocolate Candy
90075192,90075192,055-02-1250,Swedish Fish Soft &#38; Chew Candy Red - 5lb,https://www.target.com/p/swedish-fish-soft-38-chew-candy-red-5lb/-/A-90075192,https://target.scene7.com/is/image/Target/GUEST_b7daf665-92c9-4319-8379-4b7641ee02a8,Target/Grocery/Candy/Chocolate Candy
50335273,50335273,212-30-0340,Glico Pocky Cookies &#38; Cream Covered Biscuit Sticks 2.47oz,https://www.target.com/p/glico-pocky-cookies-38-cream-covered-biscuit-sticks-2-47oz/-/A-50335273,https://target.scene7.com/is/image/Target/GUEST_916c61ec-192b-47a4-821a-9f942a8acb00,Target/Grocery/Candy/Chocolate Candy
13055561,13055561,055-02-3265,Mars Minis Chocolate Favorites Variety Pack - 125ct/35.24oz,https://www.target.com/p/mars-minis-chocolate-favorites-variety-pack-125ct-35-24oz/-/A-13055561,https://target.scene7.com/is/image/Target/GUEST_2f6b4637-7285-417f-beef-c4142fc9bd35,Target/Grocery/Candy/Chocolate Candy
