tcin,original_tcin,dpci,title,url,image_url,merged_bread_crumbs
82798362,82798362,231-16-1240,Oatly Barista Edition Oatmilk Ambient - 32oz,https://www.target.com/p/oatly-barista-edition-oatmilk-ambient-32oz/-/A-82798362,https://target.scene7.com/is/image/Target/GUEST_b02c7ba9-f4e6-4d96-865c-d676381f01ff,Target/Grocery/Dairy/Milk Substitutes
82798361,82798361,231-16-1241,Oatly Ambient Oatmilk - 32oz,https://www.target.com/p/oatly-ambient-oatmilk-32oz/-/A-82798361,https://target.scene7.com/is/image/Target/GUEST_62ed86be-1b71-45c3-ae51-b26b05cfc5a4,Target/Grocery/Dairy/Milk Substitutes
81477169,81477169,284-06-0011,Ripple Dairy Free Kids Milk - 48 fl oz,https://www.target.com/p/ripple-dairy-free-kids-milk-48-fl-oz/-/A-81477169,https://target.scene7.com/is/image/Target/GUEST_b69e5d27-ee07-4480-aaca-8ef2a6cda4e9,Target/Grocery/Dairy/Milk Substitutes
53328399,53328399,284-06-0272,Oatly Oatmilk - 0.5gal,https://www.target.com/p/oatly-oatmilk-0-5gal/-/A-53328399,https://target.scene7.com/is/image/Target/GUEST_70064071-fe36-48ca-a95b-d06b1c2ba4d2,Target/Grocery/Dairy/Milk Substitutes
54541419,54541419,284-06-0104,Oatly Full Fat Oatmilk - 0.5gal,https://www.target.com/p/oatly-full-fat-oatmilk-0-5gal/-/A-54541419,https://target.scene7.com/is/image/Target/GUEST_1b3078ab-7306-49da-9b1e-55a9232fa694,Target/Grocery/Dairy/Milk Substitutes
54498846,54498846,284-06-0291,Lactose Free 2% Milk - 0.5gal - Good & Gather&#8482;,https://www.target.com/p/lactose-free-2-milk-0-5gal-good-gather-8482/-/A-54498846,https://target.scene7.com/is/image/Target/GUEST_6eebf0eb-8099-4b99-b842-002fa66748f8,Target/Grocery/Dairy/Milk Substitutes
14936372,14936372,284-06-0637,Silk Organic Unsweetened Soy Milk - 0.5gal,https://www.target.com/p/silk-organic-unsweetened-soy-milk-0-5gal/-/A-14936372,https://target.scene7.com/is/image/Target/GUEST_2350e890-2797-40a7-bc7e-5f5698c59da4,Target/Grocery/Dairy/Milk Substitutes
87800836,87800836,284-06-0043,Califia Farms Organic Unsweetened Almond Milk - 48 fl oz,https://www.target.com/p/califia-farms-organic-unsweetened-almond-milk-48-fl-oz/-/A-87800836,https://target.scene7.com/is/image/Target/GUEST_5c7d3998-8845-435b-af02-f9917132c727,Target/Grocery/Dairy/Milk Substitutes
77594474,77594474,284-06-0317,Chobani Extra Creamy Plant-Based Oatmilk  - 52 fl oz,https://www.target.com/p/chobani-extra-creamy-plant-based-oatmilk-52-fl-oz/-/A-77594474,https://target.scene7.com/is/image/Target/GUEST_4ba0c037-a12e-4a6a-9e53-eb6104ff267b,Target/Grocery/Dairy/Milk Substitutes
88449674,88449674,284-06-0114,Ripple Kids Unsweetened Original Milk Alternative - 48 fl oz,https://www.target.com/p/ripple-kids-unsweetened-original-milk-alternative-48-fl-oz/-/A-88449674,https://target.scene7.com/is/image/Target/GUEST_ed9e0638-cc2c-42e3-814e-7010bf8d60d3,Target/Grocery/Dairy/Milk Substitutes
50737590,50737590,284-06-0046,Ripple Dairy-Free Unsweetened Original Milk - 48 fl oz,https://www.target.com/p/ripple-dairy-free-unsweetened-original-milk-48-fl-oz/-/A-50737590,https://target.scene7.com/is/image/Target/GUEST_4aec7997-da6e-47b0-a59b-832cd8e42610,Target/Grocery/Dairy/Milk Substitutes
87043503,87043503,284-06-0128,Plant Based Unsweetened Original Almond Milk -  0.5gal - Good &#38; Gather&#8482;,https://www.target.com/p/plant-based-unsweetened-original-almond-milk-0-5gal-good-38-gather-8482/-/A-87043503,https://target.scene7.com/is/image/Target/GUEST_32d02727-77e5-4c88-a095-c1cdf0679c1f,Target/Grocery/Dairy/Milk Substitutes
87043505,87043505,284-06-0130,Plant Based Unsweetened Vanilla Almond Milk - 0.5gal - Good &#38; Gather&#8482;,https://www.target.com/p/plant-based-unsweetened-vanilla-almond-milk-0-5gal-good-38-gather-8482/-/A-87043505,https://target.scene7.com/is/image/Target/GUEST_7fa0e257-14c6-4ba7-8a95-3c3a79733d3a,Target/Grocery/Dairy/Milk Substitutes
51462241,51462241,284-06-0138,Silk Unsweetened Almond Milk - 96 fl oz,https://www.target.com/p/silk-unsweetened-almond-milk-96-fl-oz/-/A-51462241,https://target.scene7.com/is/image/Target/GUEST_2ef1c6cc-6520-4e6e-bfa4-a1877501bca5,Target/Grocery/Dairy/Milk Substitutes
14936354,14936354,284-06-0073,Silk Unsweetened Vanilla Almond Milk - 0.5gal,https://www.target.com/p/silk-unsweetened-vanilla-almond-milk-0-5gal/-/A-14936354,https://target.scene7.com/is/image/Target/GUEST_b504c828-bb88-403e-bd59-a0b8d598b423,Target/Grocery/Dairy/Milk Substitutes
54498852,54498852,284-06-0294,Lactose Free Vitamin D Milk - 0.5gal - Good & Gather&#8482;,https://www.target.com/p/lactose-free-vitamin-d-milk-0-5gal-good-gather-8482/-/A-54498852,https://target.scene7.com/is/image/Target/GUEST_7c2bd13b-7ffb-442e-ab9d-f1e22e5f30d0,Target/Grocery/Dairy/Milk Substitutes
14936452,14936452,284-06-1332,Silk Original Soy Milk - 0.5gal,https://www.target.com/p/silk-original-soy-milk-0-5gal/-/A-14936452,https://target.scene7.com/is/image/Target/GUEST_cc658bab-4fe6-412d-84fa-05aaaf7266d7,Target/Grocery/Dairy/Milk Substitutes
78060729,78060729,284-06-0377,Original Oat Milk - 64 fl oz - Good &#38; Gather&#8482;,https://www.target.com/p/original-oat-milk-64-fl-oz-good-38-gather-8482/-/A-78060729,https://target.scene7.com/is/image/Target/GUEST_585a3b85-00a8-4e6a-ba2d-c92800810898,Target/Grocery/Dairy/Milk Substitutes
51462238,51462238,284-06-0139,Silk Unsweetened Vanilla Almond Milk - 96 fl oz,https://www.target.com/p/silk-unsweetened-vanilla-almond-milk-96-fl-oz/-/A-51462238,https://target.scene7.com/is/image/Target/GUEST_337d2516-6c6e-45d7-bbc6-fe9ef093df23,Target/Grocery/Dairy/Milk Substitutes
14937073,14937073,284-06-0056,Almond Breeze Unsweetened Original Almond Milk - 0.5gal,https://www.target.com/p/almond-breeze-unsweetened-original-almond-milk-0-5gal/-/A-14937073,https://target.scene7.com/is/image/Target/GUEST_c0e31809-f96d-4d5b-92e4-45d5af49d96a,Target/Grocery/Dairy/Milk Substitutes
77594471,77594471,284-06-0318,Chobani Plain Plant-Based Oatmilk - 52 fl oz,https://www.target.com/p/chobani-plain-plant-based-oatmilk-52-fl-oz/-/A-77594471,https://target.scene7.com/is/image/Target/GUEST_b8a3c9c6-8968-4ae0-9f23-e54bc8c412ae,Target/Grocery/Dairy/Milk Substitutes
54357599,54357599,284-05-0183,Califia Farms Oat Barista Blend Oat Milk - 1qt,https://www.target.com/p/califia-farms-oat-barista-blend-oat-milk-1qt/-/A-54357599,https://target.scene7.com/is/image/Target/GUEST_a4a73373-be8d-4583-ae79-7ab1e99c3702,Target/Grocery/Dairy/Milk Substitutes
14936366,14936366,284-06-0063,Silk Vanilla Almond Milk - 0.5gal,https://www.target.com/p/silk-vanilla-almond-milk-0-5gal/-/A-14936366,https://target.scene7.com/is/image/Target/GUEST_62175ccd-f963-4379-9739-6b5c6e695975,Target/Grocery/Dairy/Milk Substitutes
47540392,47540392,284-06-0181,Califia Farms Unsweetened Almond Milk - 48 fl oz,https://www.target.com/p/califia-farms-unsweetened-almond-milk-48-fl-oz/-/A-47540392,https://target.scene7.com/is/image/Target/GUEST_9fe6f71d-9c24-4546-8d4a-925974606b6d,Target/Grocery/Dairy/Milk Substitutes
50737546,50737546,284-06-0047,Ripple Dairy-Free Vanilla Milk - 48 fl oz,https://www.target.com/p/ripple-dairy-free-vanilla-milk-48-fl-oz/-/A-50737546,https://target.scene7.com/is/image/Target/GUEST_b789cd69-01bc-412f-a442-5992c2a3f8a8,Target/Grocery/Dairy/Milk Substitutes
14936365,14936365,284-06-0062,Silk Original Almond Milk - 0.5gal,https://www.target.com/p/silk-original-almond-milk-0-5gal/-/A-14936365,https://target.scene7.com/is/image/Target/GUEST_09edf369-9a11-4d14-be5c-b58241441ed3,Target/Grocery/Dairy/Milk Substitutes
89543338,89543338,284-06-0040,Oatly Oatmilk Super Basic - 64 oz,https://www.target.com/p/oatly-oatmilk-super-basic-64-oz/-/A-89543338,https://target.scene7.com/is/image/Target/GUEST_1fcfcb2a-aab9-4755-a51d-f40868b7ea56,Target/Grocery/Dairy/Milk Substitutes
54004378,54004378,284-06-0340,Silk Original Oat Milk - 59 fl oz,https://www.target.com/p/silk-original-oat-milk-0-5gal/-/A-54004378,https://target.scene7.com/is/image/Target/GUEST_c74d7c47-74ad-4d0e-b620-cea91088db2f,Target/Grocery/Dairy/Milk Substitutes
49155819,49155819,284-06-0022,Horizon Organic Whole Lactose-Free Milk - 0.5gal,https://www.target.com/p/horizon-organic-whole-lactose-free-milk-0-5gal/-/A-49155819,https://target.scene7.com/is/image/Target/GUEST_a277d186-3693-42f3-adda-4ba2eb34f088,Target/Grocery/Dairy/Milk Substitutes
23965216,23965216,284-06-0183,Califia Farms Toasted Coconut Almond Milk - 48 fl oz,https://www.target.com/p/califia-farms-toasted-coconut-almond-milk-48-fl-oz/-/A-23965216,https://target.scene7.com/is/image/Target/GUEST_59985cd3-c08a-4239-a7a5-c36f91a48b4f,Target/Grocery/Dairy/Milk Substitutes
15423909,15423909,284-06-0082,Silk Unsweet Coconut Milk - 0.5gal,https://www.target.com/p/silk-unsweet-coconut-milk-0-5gal/-/A-15423909,https://target.scene7.com/is/image/Target/GUEST_397de20a-066d-4046-b4ae-75c9d1390256,Target/Grocery/Dairy/Milk Substitutes
77574190,77574190,231-16-0178,Organic Unsweetened Coconut Milk - 32oz - Good &#38; Gather&#8482;,https://www.target.com/p/organic-unsweetened-coconut-milk-32oz-good-38-gather-8482/-/A-77574190,https://target.scene7.com/is/image/Target/GUEST_0c896d60-7098-4f43-9fac-94c7a6c1533c,Target/Grocery/Dairy/Milk Substitutes
14936352,14936352,284-06-0089,Silk Unsweetened Almond Milk - 0.5gal,https://www.target.com/p/silk-unsweetened-almond-milk-0-5gal/-/A-14936352,https://target.scene7.com/is/image/Target/GUEST_f3164351-3766-4159-841b-0da1fff506fa,Target/Grocery/Dairy/Milk Substitutes
50737443,50737443,284-06-0048,Ripple Dairy-Free Chocolate Milk - 48 fl oz,https://www.target.com/p/ripple-dairy-free-chocolate-milk-48-fl-oz/-/A-50737443,https://target.scene7.com/is/image/Target/GUEST_29c365c9-75fe-43cb-ab9c-16698ce8fb44,Target/Grocery/Dairy/Milk Substitutes
87043506,87043506,284-06-0131,Plant Based Vanilla Almond Milk - 0.5gal - Good &#38; Gather&#8482;,https://www.target.com/p/plant-based-vanilla-almond-milk-0-5gal-good-38-gather-8482/-/A-87043506,https://target.scene7.com/is/image/Target/GUEST_1a50fd49-1a88-4b09-b82e-629f23d77843,Target/Grocery/Dairy/Milk Substitutes
54291739,54291739,284-06-0245,Califia Farms Extra Creamy Oat Milk - 48 fl oz,https://www.target.com/p/califia-farms-extra-creamy-oat-milk-48-fl-oz/-/A-54291739,https://target.scene7.com/is/image/Target/GUEST_4be5320d-4ca4-4f4a-9e29-8f05a4017628,Target/Grocery/Dairy/Milk Substitutes
14936353,14936353,284-06-0088,Silk Dark Chocolate Almond Milk - 0.5gal,https://www.target.com/p/silk-dark-chocolate-almond-milk-0-5gal/-/A-14936353,https://target.scene7.com/is/image/Target/GUEST_74ffeb80-756e-474d-952e-d23126190f13,Target/Grocery/Dairy/Milk Substitutes
13307799,13307799,284-06-0059,Almond Breeze Unsweetened Vanilla Almond Milk - 0.5gal,https://www.target.com/p/almond-breeze-unsweetened-vanilla-almond-milk-0-5gal/-/A-13307799,https://target.scene7.com/is/image/Target/GUEST_0bd03357-e7b3-4939-8208-9cbb65017e48,Target/Grocery/Dairy/Milk Substitutes
14936454,14936454,284-06-1334,Silk Vanilla Soy Milk - 0.5gal,https://www.target.com/p/silk-vanilla-soy-milk-0-5gal/-/A-14936454,https://target.scene7.com/is/image/Target/GUEST_6a952686-3098-48b7-b5eb-5ee075b88e9b,Target/Grocery/Dairy/Milk Substitutes
53328400,53328400,284-06-0273,Oatly Low Fat Oatmilk - 0.5gal,https://www.target.com/p/oatly-low-fat-oatmilk-0-5gal/-/A-53328400,https://target.scene7.com/is/image/Target/GUEST_96833b07-4ba8-4579-813f-e0dbca640862,Target/Grocery/Dairy/Milk Substitutes
79395020,79395020,284-06-0074,Silk Extra Creamy Oat Milk - 0.5gal,https://www.target.com/p/silk-extra-creamy-oat-milk-0-5gal/-/A-79395020,https://target.scene7.com/is/image/Target/GUEST_4c3a8a02-5cd4-438a-8af6-1f14b76ff96d,Target/Grocery/Dairy/Milk Substitutes
15078354,15078354,231-16-0451,Rice Dream Organic Enriched Original Rice Non-Dairy Beverage - 64 fl oz,https://www.target.com/p/rice-dream-organic-enriched-original-rice-non-dairy-beverage-64-fl-oz/-/A-15078354,https://target.scene7.com/is/image/Target/GUEST_3c79e695-ec5e-417c-bc17-b0d1e7d38423,Target/Grocery/Dairy/Milk Substitutes
85699145,85699145,231-16-0004,Conventional Original Non-Dairy Oatmilk - 32 fl oz - Good &#38; Gather&#8482;,https://www.target.com/p/conventional-original-non-dairy-oatmilk-32-fl-oz-good-38-gather-8482/-/A-85699145,https://target.scene7.com/is/image/Target/GUEST_e88ccc3e-8010-4567-818d-7642b76427ff,Target/Grocery/Dairy/Milk Substitutes
15078351,15078351,231-16-0426,Almond Breeze Unsweetened Original Almond Milk - 1qt,https://www.target.com/p/almond-breeze-unsweetened-original-almond-milk-1qt/-/A-15078351,https://target.scene7.com/is/image/Target/GUEST_69f9584f-8f6d-4af9-a678-8ab752f691f6,Target/Grocery/Dairy/Milk Substitutes
16686645,16686645,231-16-0018,Silk Shelf-Stable Dark Chocolate Almond Milk - 6ct/8 fl oz Boxes,https://www.target.com/p/silk-shelf-stable-dark-chocolate-almond-milk-6ct-8-fl-oz-boxes/-/A-16686645,https://target.scene7.com/is/image/Target/GUEST_e8d670a8-de48-4154-9373-afebdb826f4b,Target/Grocery/Dairy/Milk Substitutes
89543337,89543337,284-06-0039,Oatly Oatmilk Unsweetened - 64 oz,https://www.target.com/p/oatly-oatmilk-unsweetened-64-oz/-/A-89543337,https://target.scene7.com/is/image/Target/GUEST_2128f132-183f-4e02-bfa7-335575ab5884,Target/Grocery/Dairy/Milk Substitutes
48634795,48634795,284-06-0184,Califia Farms Unsweetened Vanilla Almond Milk - 48 fl oz,https://www.target.com/p/califia-farms-unsweetened-vanilla-almond-milk-48-fl-oz/-/A-48634795,https://target.scene7.com/is/image/Target/GUEST_314a851b-b49c-491d-a93a-cb9152710cd0,Target/Grocery/Dairy/Milk Substitutes
13752452,13752452,284-06-0058,Almond Breeze Vanilla Almond Milk - 0.5gal,https://www.target.com/p/almond-breeze-vanilla-almond-milk-0-5gal/-/A-13752452,https://target.scene7.com/is/image/Target/GUEST_dc26d364-db02-401e-a385-dd14d4a8d2d4,Target/Grocery/Dairy/Milk Substitutes
89978173,89978173,203-16-0040,Ripple Kids Original Dairy Free Milk - 4pk/8 fl oz Boxes,https://www.target.com/p/ripple-kids-original-dairy-free-milk-4pk-8-fl-oz-boxes/-/A-89978173,https://target.scene7.com/is/image/Target/GUEST_9a2be21e-5a58-475e-b6ed-25786e027a7d,Target/Grocery/Dairy/Milk Substitutes
87800841,87800841,284-06-0049,Califia Farms Organic Original Oat Milk - 48 fl oz,https://www.target.com/p/califia-farms-organic-original-oat-milk-48-fl-oz/-/A-87800841,https://target.scene7.com/is/image/Target/GUEST_72add2d0-6733-4a1c-b0ee-7c38bf18a2fc,Target/Grocery/Dairy/Milk Substitutes
77594472,77594472,284-06-0319,Chobani Vanilla Plant-Based Oatmilk - 52 fl oz,https://www.target.com/p/chobani-vanilla-plant-based-oatmilk-52-fl-oz/-/A-77594472,https://target.scene7.com/is/image/Target/GUEST_909c5c07-3b7a-4368-86a5-3b6bf657e7bd,Target/Grocery/Dairy/Milk Substitutes
87043504,87043504,284-06-0129,Plant Based Original Almond Milk - 0.5gal - Good &#38; Gather&#8482;,https://www.target.com/p/plant-based-original-almond-milk-0-5gal-good-38-gather-8482/-/A-87043504,https://target.scene7.com/is/image/Target/GUEST_4e5c9057-c500-4854-bf66-60200692d460,Target/Grocery/Dairy/Milk Substitutes
15078352,15078352,231-16-0427,Almond Breeze Unsweetened Vanilla Almond Milk - 1qt,https://www.target.com/p/almond-breeze-unsweetened-vanilla-almond-milk-1qt/-/A-15078352,https://target.scene7.com/is/image/Target/GUEST_46a08879-6355-42f5-8441-cc787a48452d,Target/Grocery/Dairy/Milk Substitutes
16686640,16686640,231-16-0006,Silk Shelf-Stable Chocolate Soy Milk - 6ct/8 fl oz Boxes,https://www.target.com/p/silk-shelf-stable-chocolate-soy-milk-6ct-8-fl-oz-boxes/-/A-16686640,https://target.scene7.com/is/image/Target/GUEST_0577f1a6-5976-42dc-bca0-5e6cf99f5f4b,Target/Grocery/Dairy/Milk Substitutes
89543403,89543403,284-05-0085,Oatly Creamer Vanilla - 29.7 fl oz,https://www.target.com/p/oatly-creamer-vanilla-29-7-fl-oz/-/A-89543403,https://target.scene7.com/is/image/Target/GUEST_95b3dfde-d954-4b45-a221-83bbb0c81f65,Target/Grocery/Dairy/Milk Substitutes
81623401,81623401,284-06-0307,Silk Almond Milk Original - 96 fl oz,https://www.target.com/p/silk-almond-milk-original-96-fl-oz/-/A-81623401,https://target.scene7.com/is/image/Target/GUEST_b2c8fc7a-8609-45ca-a49e-fd778eadde95,Target/Grocery/Dairy/Milk Substitutes
78774125,78774125,231-16-0002,Silk Shelf-Stable Very Vanilla Soy Milk - 6ct/8 fl oz Boxes,https://www.target.com/p/silk-shelf-stable-very-vanilla-soy-milk-6ct-8-fl-oz-boxes/-/A-78774125,https://target.scene7.com/is/image/Target/GUEST_d7287f76-1fbc-448a-a8d5-9a28ae5e234f,Target/Grocery/Dairy/Milk Substitutes
89543401,89543401,284-05-0084,Oatly Creamer Sweet &#38; Creamy - 29.7 fl oz,https://www.target.com/p/oatly-creamer-sweet-38-creamy-29-7-fl-oz/-/A-89543401,https://target.scene7.com/is/image/Target/GUEST_e4a39872-bbd7-4065-bf6b-615b744b37f5,Target/Grocery/Dairy/Milk Substitutes
16686646,16686646,231-16-0019,Silk Shelf-Stable Vanilla Almond Milk - 6ct/8 fl oz Boxes,https://www.target.com/p/silk-shelf-stable-vanilla-almond-milk-6ct-8-fl-oz-boxes/-/A-16686646,https://target.scene7.com/is/image/Target/GUEST_961939f1-53af-4771-a400-e939cab5cea6,Target/Grocery/Dairy/Milk Substitutes
54498851,54498851,284-06-0293,Lactose Free 1% Milk - 0.5gal - Good & Gather&#8482;,https://www.target.com/p/lactose-free-1-milk-0-5gal-good-gather-8482/-/A-54498851,https://target.scene7.com/is/image/Target/GUEST_74b57566-efe3-4400-bc02-b8b235b6c876,Target/Grocery/Dairy/Milk Substitutes
89543432,89543432,284-05-0120,Oatly Creamer Caramel - 29.7 fl oz,https://www.target.com/p/oatly-creamer-caramel-29-7-fl-oz/-/A-89543432,https://target.scene7.com/is/image/Target/GUEST_9968a529-43c2-43cd-868c-392e3a4bb526,Target/Grocery/Dairy/Milk Substitutes
77574189,77574189,231-16-0177,Unsweetened Vanilla Almond Milk - 32oz - Good &#38; Gather&#8482;,https://www.target.com/p/unsweetened-vanilla-almond-milk-32oz-good-38-gather-8482/-/A-77574189,https://target.scene7.com/is/image/Target/GUEST_a00b7756-78bb-4df4-9161-8999539eebac,Target/Grocery/Dairy/Milk Substitutes
