tcin,original_tcin,dpci,title,url,image_url,merged_bread_crumbs
12935769,12935769,261-01-2017,Thomas&#39; Regular English Muffins - 13oz/6ct,https://www.target.com/p/thomas-39-regular-english-muffins-13oz-6ct/-/A-12935769,https://target.scene7.com/is/image/Target/GUEST_26b57fe8-7d80-45b8-b14a-60c6ffb34b81,Target/Grocery/Bakery & Bread/Rolls & Buns
14992709,14992709,218-03-3402,King&#39;s Hawaiian Original Hawaiian Sweet Rolls - 12oz/12ct,https://www.target.com/p/king-39-s-hawaiian-original-hawaiian-sweet-rolls-12oz-12ct/-/A-14992709,https://target.scene7.com/is/image/Target/GUEST_66716429-c1f2-4ef4-b0a7-704b313b3253,Target/Grocery/Bakery & Bread/Rolls & Buns
13168046,13168046,261-01-2740,Hamburger Buns - 11oz/8ct - Market Pantry&#8482;,https://www.target.com/p/hamburger-buns-11oz-8ct-market-pantry-8482/-/A-13168046,https://target.scene7.com/is/image/Target/GUEST_69b207ce-d1ae-4007-afe6-158d47c488ea,Target/Grocery/Bakery & Bread/Rolls & Buns
48632752,48632752,218-03-1280,King&#39;s Hawaiian Sweet Rolls - 24ct /24oz,https://www.target.com/p/king-39-s-hawaiian-sweet-rolls-24ct-24oz/-/A-48632752,https://target.scene7.com/is/image/Target/GUEST_fc338f9d-4403-4f5d-a2fd-6a260dbf08d7,Target/Grocery/Bakery & Bread/Rolls & Buns
14992712,14992712,218-03-3613,King&#39;s Hawaiian Savory Butter Sweet Rolls - 12oz/12ct,https://www.target.com/p/king-39-s-hawaiian-savory-butter-sweet-rolls-12oz-12ct/-/A-14992712,https://target.scene7.com/is/image/Target/GUEST_2a17553c-3d2b-466b-ada7-d59a0e18f5ea,Target/Grocery/Bakery & Bread/Rolls & Buns
13283295,13283295,261-01-1548,Pepperidge Farm Bakery Classics Sesame Topped Hamburger Buns - 15oz/8ct,https://www.target.com/p/pepperidge-farm-bakery-classics-sesame-topped-hamburger-buns-15oz-8ct/-/A-13283295,https://target.scene7.com/is/image/Target/GUEST_8727e6fa-aab1-4807-98cb-df1a9a9026be,Target/Grocery/Bakery & Bread/Rolls & Buns
13376354,13376354,261-01-0090,Ball Park Hot Dog Buns - 13oz/8pk,https://www.target.com/p/ball-park-hot-dog-buns-13oz-8pk/-/A-13376354,https://target.scene7.com/is/image/Target/GUEST_fe40033c-676e-48df-808a-1520aff7e936,Target/Grocery/Bakery & Bread/Rolls & Buns
14771661,14771661,261-01-0110,Ball Park Hamburger Buns - 15oz/8ct,https://www.target.com/p/ball-park-hamburger-buns-15oz-8ct/-/A-14771661,https://target.scene7.com/is/image/Target/GUEST_8987dfa2-3907-4b1d-aab8-3c801c16bcff,Target/Grocery/Bakery & Bread/Rolls & Buns
14826442,14826442,218-03-3176,Take &#38; Bake Country White Rolls - 12oz/6ct - Favorite Day&#8482;,https://www.target.com/p/take-38-bake-country-white-rolls-12oz-6ct-favorite-day-8482/-/A-14826442,https://target.scene7.com/is/image/Target/GUEST_c8297f46-d776-4e53-885a-c6944a6d2b39,Target/Grocery/Bakery & Bread/Rolls & Buns
14992443,14992443,218-03-3740,King&#39;s Hawaiian Sweet Hamburger Buns - 12.8oz/8ct,https://www.target.com/p/king-39-s-hawaiian-sweet-hamburger-buns-12-8oz-8ct/-/A-14992443,https://target.scene7.com/is/image/Target/GUEST_d177cd59-ea6a-4423-9055-f7250811784b,Target/Grocery/Bakery & Bread/Rolls & Buns
